	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Powerful Greatbow of the Expedition's Vanguard	330		689		835									2707	13127												4			1879352694																																						Ranged	BeChGu	115		1	3	23			7	
Powerful Greatbow of the Last Alliance	326		535		991		476																			5788	4			1879352689																																						Ranged	BeChGu	106		1	3	23			7	
Powerful Greatbow of the Towers	326		654		793									2572	12471												4			1879352421																																						Ranged	BeChGu	106		1	3	23			7	
Powerful Lance of Mordor's Bane	330		563		1044																		9746	6091			4			1879352622																																						Melee	BeCaChGu	115		46	3	18			7	
Powerful Lance of the Expedition's Vanguard	330		689		835										13127	4399											4			1879352482																																						Melee	BeCaChGu	115		46	3	18			7	
Powerful Lance of the Last Alliance	326		535		991																		9259	5787			4			1879352735																																						Melee	BeCaChGu	106		46	3	18			7	
Powerful Lance of the Towers	326		654		793										12471	4264											4			1879352592																																						Melee	BeCaChGu	106		46	3	18			7	
Powerful Spear of Mordor's Bane	330		563		1044																		9746	6091			4			1879352538																																						Melee	BeCaChGu	115		46	3	18			7	
Powerful Spear of the Expedition's Vanguard	330		689		835										13127	4399											4			1879352519																																						Melee	BeCaChGu	115		46	3	18			7	
Powerful Spear of the Last Alliance	326		535		991																		9259	5787			4			1879352734																																						Melee	BeCaChGu	106		46	3	18			7	
Powerful Spear of the Towers	326		654		793										12471	4264											4			1879352772																																						Melee	BeCaChGu	106		46	3	18			7	
Protective Cloak of Enduring Grace (1s):	326	5198	476		892														3899	6452							10			1879354784																																						Back	BeCaChGu	106		45	3	0		1	7	
Protective Cloak of Good Company (1s):	326	5198	476		892														3899	6452							10			1879354791																																						Back	BeCaChGu	106		45	3	0		1	7	
Protective Cloak of the Hope of Men (1s):	326	5198	476		892														3899	6452							10			1879354779																																						Back	BeCaChGu	106		45	3	0		1	7	
Protective Cloak of the Strength of Dwarves (1s):	326	5198	476		892														3899	6452							10			1879354781																																						Back	BeCaChGu	106		45	3	0		1	7	
Protective Ring of Enduring Grace	326		535		1090		357															6944					10			1879354804																																						Fingers	BeCaChGu	106		49	3	11			7	
Protective Ring of Good Company	326		535		1090		357															6944					10			1879354794																																						Fingers	BeCaChGu	106		49	3	11			7	
Protective Ring of the Hope of Men	326		535		1090		357															6944					10			1879354807																																						Fingers	BeCaChGu	106		49	3	11			7	
Protective Ring of the Strength of Dwarves	326		535		1090		357															6944					10			1879354797																																						Fingers	BeCaChGu	106		49	3	11			7	
Proud Emblem of Mordor's Bane (1s):	330		563		939																		6091				22			1879361827																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of T3 DPS (1s):	345		743		867										11691												28			1879347680																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of T3 SUPPORT (1s):	345		669		1115																		7233				28			1879347727																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of the Abyss (1s):	337		613		1021																		6624				26			1879349640																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of the Ancients (1s):	300		391		456										6153												20			1879358169																																						Pocket	BeCaChGu	106		49	2	12		1	6,2	
Proud Emblem of the Expedition's Vanguard (1s):	330		626		730										9845												22			1879361848																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of the Fallen Kings (1s):	300		352		587																		3807				20			1879358172																																						Pocket	BeCaChGu	106		49	2	12		1	6,2	
Proud Emblem of the Last Alliance (1s):	326		535		892																		5787				20			1879348155																																						Pocket	BeCaChGu	112		49	2	12		1	6,2	
Proud Emblem of the Pathfinder's Artifice (1s):	333		649		758										10214												26			1879360250																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of the Towers (1s):	326		595		694										9353												20			1879348150																																						Pocket	BeCaChGu	112		49	2	12		1	6,2	
Proud Emblem of the Vanguard's Bearing (1s):	333		584		974																		6320				26			1879360253																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Emblem of the Wyrm (1s):	337		681		794										10707												26			1879349892																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Targe of the Abyss	330	7488	313		835															5434	5414,4	12792				3655				1879349396																																						Shield	Ca	115		33	2	6			7,1	
Proud Targe of the Last Alliance	326	7113	297		793													7182		5162		12152				3473				1879347837																																						Shield	Ca	106		33	2	6			7,1	
Proud Targe of the Towers	326	7113	535		595									2572		2558				5162		8680								1879347844																																						Shield	Ca	106		33	2	6			6,9	
Proud Targe of the Wyrm	330	7488	563		626									2707		2640				5434		9137								1879349434																																						Shield	Ca	115		33	2	6			6,9	
Proud Tome of the Alliance Renewed (1s):	323		514		857																		5558				20			1879354033																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Proud Tome of the Doomfold (1s):	323		571		666										8984												20			1879354056																																						Pocket	BeCaChGu	115		49	2	12		1	6,2	
Quick Gages of Mordor's Bane (1s):	330	6156		563	835		313																	6091			14			1879362121																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gages of T3 DPS (1s):	345	7310		743	867		446								7794												20			1879347531																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gages of T3 SUPPORT (1s):	345	7310		669	991		371																	7233			20			1879347524																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gages of the Abyss (1s):	337	6694		613	908		340																	6624			18			1879350173																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gages of the Ancients (1s):	300	3848		391	456		234								4102												10			1879358271																																						Hands	BuHuWa	106		5	3	3		1	7	
Quick Gages of the Expedition's Vanguard (1s):	330	6156		626	730		375								6564												14			1879362141																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gages of the Fallen Kings (1s):	300	3848		352	522		195																	3807			10			1879358318																																						Hands	BuHuWa	106		5	3	3		1	7	
Quick Gages of the Last Alliance (1s):	326	5848		535	793		297																	5787			10			1879347917																																						Hands	BuHuWa	112		5	3	3		1	7	
Quick Gages of the Towers (1s):	326	5848		595	694		357								6235												10			1879347853																																						Hands	BuHuWa	112		5	3	3		1	7	
Quick Gages of the Wyrm (1s):	337	6694		681	794		408								7138												18			1879350089																																						Hands	BuHuWa	115		5	3	3		1	7	
Quick Gold Bracelet of Mordor's Bane	330			626	1044														4925				7309				14			1879362238																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Gold Bracelet of T3 DPS	345			818	991									3215	15588												20			1879347721																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Gold Bracelet of T3 SUPPORT	345			743	1239														5848				8680				20			1879347653																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Gold Bracelet of the Abyss	337			681	1135														5356				7949				18			1879349708																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Gold Bracelet of the Ancients	300			430	522									1692	8204												10			1879358126																																						Wrists	BuHuWa	106		49	3	2			7	
Quick Gold Bracelet of the Expedition's Vanguard	330			689	835									2707	13127												14			1879362212																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Gold Bracelet of the Fallen Kings	300			391	652														3078				4568				10			1879358116																																						Wrists	BuHuWa	106		49	3	2			7	
Quick Gold Bracelet of the Last Alliance	326			595	991														4679				6944				10			1879348182																																						Wrists	BuHuWa	112		49	3	2			7	
Quick Gold Bracelet of the Towers	326			654	793									2572	12471												10			1879348093																																						Wrists	BuHuWa	112		49	3	2			7	
Quick Gold Bracelet of the Wyrm	337			749	908									2944	14276												18			1879349827																																						Wrists	BuHuWa	115		49	3	2			7	
Quick Spear of Expedition's Vanguard	330			626	730										9845	4399											4			1879352458																																						Melee	HuWa	115		46	2	18			6,2	
Quick Spear of Mordor's Bane	330			626	835																		6091	6091			4			1879352556																																						Melee	HuWa	115		46	2	18			6,2	
Quick Spear of the Last Alliance	326			595	793																		5787	5787			4			1879352525																																						Melee	HuWa	106		46	2	18			6,2	
Quick Spear of the Towers	326			595	694										9353	4264											4			1879352797																																						Melee	HuWa	106		46	2	18			6,2	
Reinforced Chestplate of Mordor's Bane (1s):	330	12960	563		939															6792							12			1879361720																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of T3 DPS (1s):	345	15390	743		867										11691												18			1879347549																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of T3 SUPPORT (1s):	345	15390	669		1115															8066							18			1879347568																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Abyss (1s):	337	14094	613		1021															7386							16			1879349915																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Alliance Renewed (1s):	323	11826	514		857															6198							10			1879353904																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Ancients (1s):	300	8100	391		456										6153												10			1879358282																																						Chest	CaChGu	106		3	2	13		1	6,2	
Reinforced Chestplate of the Doomfold (1s):	323	11826	571		666										8984												10			1879353934																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Expedition's Vanguard (1s):	330	12960	626		730										9845												12			1879361659																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Fallen Kings (1s):	300	8100	352		587															4245							10			1879358222																																						Chest	CaChGu	106		3	2	13		1	6,2	
Reinforced Chestplate of the Last Alliance (1s):	326	12312	535		892															6452							10			1879347955																																						Chest	CaChGu	112		3	2	13		1	6,2	
Reinforced Chestplate of the Pathfinder's Artifice (1s):	333	13446	649		758										10214												16			1879360119																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Towers (1s):	326	12312	595		694										9353												10			1879347867																																						Chest	CaChGu	112		3	2	13		1	6,2	
Reinforced Chestplate of the Vanguard's Bearing (1s):	333	13446	584		974															7047							16			1879360130																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Chestplate of the Wyrm (1s):	337	14094	681		794										10707												16			1879350057																																						Chest	CaChGu	115		3	2	13		1	6,2	
Reinforced Coif of Mordor's Bane (2s):	330	3693		563	835														4104								14			1879362142																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of Mordor's Bane (2s):	330	3693	563		835														4104								14			1879362139																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of Mordor's Bane (2s):	330	3693		563	835														4104								14			1879361691																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of Mordor's Bane (2s):	330	3693	563		835														4104								14			1879361060																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of Mordor's Bane (2s):	330	3693		563	835														4104								14			1879361036																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of T3 DPS (2s):	345	4386	743		867											4907											20			1879347557																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of T3 DPS (2s):	345	4386		743	867											4907											20			1879347550																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of T3 SUPPORT (2s):	345	4386		669	991														4874								20			1879347601																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of T3 SUPPORT (2s):	345	4386	669		991														4874								20			1879347551																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Abyss (2s):	337	4016	613		908														4463								18			1879350100																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Abyss (2s):	337	4016		613	908														4463								18			1879350026																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of the Alliance Renewed (2s):	326	3509	535		793														3899								10			1879357980																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Ancients (2s):	300	2309		391	456											3384											10			1879358305																																						Head	BuHuWa	106		7	3	3		2	7	
Reinforced Coif of the Ancients (2s):	300	2309	391		456											3384											10			1879358224																																						Head	Be	106		7	3	3		2	7	
Reinforced Coif of the Doomfold (2s):	326	3509	595		694											4264											10			1879357979																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Expedition's Vanguard (2s):	330	3693	626		730											4399											14			1879362167																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Expedition's Vanguard (2s):	330	3693		626	730											4399											14			1879362124																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of the Expedition's Vanguard (2s):	330	3693	626		730											4399											14			1879361750																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Expedition's Vanguard (2s):	330	3693		626	730											4399											14			1879361649																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of the Expedition's Vanguard (2s):	330	3693	626		730											4399											14			1879361074																																						Head	Be	115		7	3	3		2	7	
Reinforced Coif of the Fallen Kings (2s):	300	2309	352		522														2565								10			1879358309																																						Head	Be	106		7	3	3		2	7	
Reinforced Coif of the Fallen Kings (2s):	300	2309		352	522														2565								10			1879358279																																						Head	BuHuWa	106		7	3	3		2	7	
Reinforced Coif of the Last Alliance (2s):	326	3509		535	793														3899								10			1879347921																																						Head	BuHuWa	112		7	3	3		2	7	
Reinforced Coif of the Last Alliance (2s):	326	3509	535		793														3899								10			1879347860																																						Head	Be	112		7	3	3		2	7	
Reinforced Coif of the Towers (2s):	326	3509		595	694											4264											10			1879347951																																						Head	BuHuWa	112		7	3	3		2	7	
Reinforced Coif of the Towers (2s):	326	3509	595		694											4264											10			1879347874																																						Head	Be	112		7	3	3		2	7	
Reinforced Coif of the Wyrm (2s):	337	4016		681	794											4636											18			1879350242																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Coif of the Wyrm (2s):	337	4016	681		794											4636											18			1879349931																																						Head	Be	115		7	3	3		2	7	
Reinforced Hauberk of Mordor's Bane (2s):	330	12312		563	835																		6091				14			1879361059																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Hauberk of T3 DPS (2s):	345	14620		743	867										9743												20			1879347621																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Hauberk of T3 SUPPORT (2s):	345	14620		669	991																		7233				20			1879347617																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Hauberk of the Abyss (2s):	337	13389		613	908																		6624				18			1879350067																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Hauberk of the Ancients (2s):	300	7695		391	456										5128												10			1879358284																																						Chest	BuHuWa	106		3	3	3		2	7	
Reinforced Hauberk of the Expedition's Vanguard (2s):	330	12312		626	730										8204												14			1879361097																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Hauberk of the Fallen Kings (2s):	300	7695		352	522																		3807				10			1879358311																																						Chest	BuHuWa	106		3	3	3		2	7	
Reinforced Hauberk of the Last Alliance (2s):	326	11696		535	793																		5787				10			1879347859																																						Chest	BuHuWa	112		3	3	3		2	7	
Reinforced Hauberk of the Towers (2s):	326	11696		595	694										7794												10			1879347949																																						Chest	BuHuWa	112		3	3	3		2	7	
Reinforced Hauberk of the Wyrm (2s):	337	13389		681	794										8922												18			1879350267																																						Chest	BuHuWa	115		3	3	3		2	7	
Reinforced Nimble Coif of the Alliance Renewed (2s):	326	3509		535	793														3899								10			1879357972																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Nimble Coif of the Doomfold (2s):	326	3509		595	694											4264											10			1879357970																																						Head	BuHuWa	115		7	3	3		2	7	
Reinforced Shield of the Abyss	330	12384		313	939															17659		14619				6092				1879349400																																						Shield	Wa	115		33	3	55			8,8	
Reinforced Shield of the Last Alliance	326	11764		297	892															16776		13888				5788				1879347841																																						Shield	Wa	106		33	3	55			8,8	
Reinforced Shield of the Towers	326	11764		535	694									2572		4264				10324		10416								1879347827																																						Shield	Wa	106		33	3	55			8,6	
Reinforced Shield of the Wyrm	330	12384		563	730									2707		4399				10867		10964								1879349436																																						Shield	Wa	115		33	3	55			8,6	
Reinforced Wall Shield of the Abyss	330	27360	313		1252															13584		18274				6092				1879349411																																						Shield	Gu	115		33	3	17			9,4	
Reinforced Wall Shield of the Last Alliance	326	25992	297		1190															12905		17360				5788				1879347828																																						Shield	Gu	106		33	3	17			9,4	
Reinforced Wall Shield of the Towers	326	25992	416		793									2572		3411				12905		13888								1879347833																																						Shield	Gu	106		33	3	17			9,2	
Reinforced Wall Shield of the Wyrm	330	27360	438		835									2707		3519				13584		14619								1879349419																																						Shield	Gu	115		33	3	17			9,2	
Rhodalite Silver Earring of Mordor's Bane	330			626	1044		375													8150							14			1879362193																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Earring of T3 DPS	345			818	991		371									7851											20			1879347644																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Earring of T3 SUPPORT	345			743	1239		446													9679							20			1879347741																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Earring of the Abyss	337			681	1135		408													8864							18			1879349483																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Earring of the Ancients	300			430	522		195									5414											10			1879358154																																						Ears	BuHuWa	106		49	3	5			7	
Rhodalite Silver Earring of the Expedition's Vanguard	330			689	835		313									7039											14			1879362178																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Earring of the Fallen Kings	300			391	652		234													5094							10			1879358104																																						Ears	BuHuWa	106		49	3	5			7	
Rhodalite Silver Earring of the Last Alliance	326			595	991		357													7743							10			1879348041																																						Ears	BuHuWa	112		49	3	5			7	
Rhodalite Silver Earring of the Towers	326			654	793		297									6822											10			1879348100																																						Ears	BuHuWa	112		49	3	5			7	
Rhodalite Silver Earring of the Wyrm	337			749	908		340									7418											18			1879349653																																						Ears	BuHuWa	115		49	3	5			7	
Rhodalite Silver Stud of Mordor's Bane	330		563		1148		375																			7311	14			1879362176																																						Ears	BeCaChGu	115		49	3	5			7	
Rhodalite Silver Stud of T3 DPS	345		818		991		371									7851											20			1879347729																																						Ears	BeCaChGu	115		49	3	5			7	
Rhodalite Silver Stud of T3 SUPPORT	345		669		1363		446																			8682	20			1879347694																																						Ears	BeCaChGu	115		49	3	5			7	
Rhodalite Silver Stud of the Abyss	337		613		1248		408																			7951	18			1879349725																																						Ears	BeCaChGu	115		49	3	5			7	
Rhodalite Silver Stud of the Ancients	300		430		522		195									5414											10			1879358165																																						Ears	BeCaChGu	106		49	3	5			7	
Rhodalite Silver Stud of the Expedition's Vanguard	330		689		835		313									7039											14			1879362207																																						Ears	BeCaChGu	115		49	3	5			7	
Rhodalite Silver Stud of the Fallen Kings	300		352		717		234																			4569	10			1879358141																																						Ears	BeCaChGu	106		49	3	5			7	
Rhodalite Silver Stud of the Last Alliance	326		535		1090		357																			6945	10			1879348206																																						Ears	BeCaChGu	112		49	3	5			7	
Rhodalite Silver Stud of the Towers	326		654		793		297									6822											10			1879348144																																						Ears	BeCaChGu	112		49	3	5			7	
Rhodalite Silver Stud of the Wyrm	337		749		908		340									7418											18			1879349603																																						Ears	BeCaChGu	115		49	3	5			7	
Rivetted Camail of Mordor's Bane (2s):	330	3693		563	835																		6091				14			1879362153																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of Mordor's Bane (2s):	330	3693	563		835																		6091				14			1879362147																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of Mordor's Bane (2s):	330	3693		563	835																		6091				14			1879361734																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of Mordor's Bane (2s):	330	3693	563		835																		6091				14			1879361665																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of Mordor's Bane (2s):	330	3693		563	835																		6091				14			1879361058																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of T3 DPS (2s):	345	4386		743	867											4907											20			1879347587																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of T3 DPS (2s):	345	4386	743		867											4907											20			1879347517																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of T3 SUPPORT (2s):	345	4386		669	991																		7233				20			1879347609																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of T3 SUPPORT (2s):	345	4386	669		991																		7233				20			1879347545																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of the Abyss (2s):	337	4016	613		908																		6624				18			1879350279																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of the Abyss (2s):	337	4016		613	908																		6624				18			1879349997																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of the Ancients (2s):	300	2309	391		456											3384											10			1879358297																																						Shoulders	Be	106		6	3	3		2	7	
Rivetted Camail of the Ancients (2s):	300	2309		391	456											3384											10			1879358262																																						Shoulders	BuHuWa	106		6	3	3		2	7	
Rivetted Camail of the Expedition's Vanguard (2s):	330	3693		626	730											4399											14			1879362162																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of the Expedition's Vanguard (2s):	330	3693	626		730											4399											14			1879362149																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of the Expedition's Vanguard (2s):	330	3693		626	730											4399											14			1879361709																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Rivetted Camail of the Expedition's Vanguard (2s):	330	3693	626		730											4399											14			1879361016																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of the Fallen Kings (2s):	300	2309		352	522																		3807				10			1879358280																																						Shoulders	BuHuWa	106		6	3	3		2	7	
Rivetted Camail of the Fallen Kings (2s):	300	2309	352		522																		3807				10			1879358278																																						Shoulders	Be	106		6	3	3		2	7	
Rivetted Camail of the Last Alliance (2s):	326	3509		535	793																		5787				10			1879348007																																						Shoulders	BuHuWa	112		6	3	3		2	7	
Rivetted Camail of the Last Alliance (2s):	326	3509	535		793																		5787				10			1879347969																																						Shoulders	Be	112		6	3	3		2	7	
Rivetted Camail of the Towers (2s):	326	3509	595		694											4264											10			1879347961																																						Shoulders	Be	112		6	3	3		2	7	
Rivetted Camail of the Towers (2s):	326	3509		595	694											4264											10			1879347864																																						Shoulders	BuHuWa	112		6	3	3		2	7	
Rivetted Camail of the Wyrm (2s):	337	4016	681		794											4636											18			1879350083																																						Shoulders	Be	115		6	3	3		2	7	
Rivetted Camail of the Wyrm (2s):	337	4016		681	794											4636											18			1879350045																																						Shoulders	BuHuWa	115		6	3	3		2	7	
Robe of Biting Wit (4s):	222	2015				80		391																						1879357543																																						Chest	Ru	105		3	3	0	8192	4	7	
Robe of the War-counselor (4s):	222	2015				80		391																						1879357483																																						Chest	Lo	105		3	3	0	512	4	7	
Robe of the Wise (2s):	326	10396															4264			6452					8103			4		1879359779																																						Chest	LoMiRu	115		3	3	0		2	7	
Rugged Shoes of Mordor's Bane (1s):	330	4377			730	626								3249				5928									14			1879362154																																						Feet	LoMiRu	115		23	3	0		1	7	
Rugged Shoes of T3 DPS (1s):	345	5198			867	743	297							3858													20			1879347606																																						Feet	LoMiRu	115		23	3	0		1	7	
Rugged Shoes of T3 SUPPORT (1s):	345	5198			867	743								3858				6612									20			1879347582																																						Feet	LoMiRu	115		23	3	0		1	7	
Rugged Shoes of the Abyss (1s):	337	4760			794	681								3533				6247									18			1879350005																																						Feet	LoMiRu	115		23	3	0		1	7	
Rugged Shoes of the Ancients (1s):	300	2736			456	391	156							2030													10			1879358292																																						Feet	LoMiRu	106		23	3	0		1	7	
Rugged Shoes of the Expedition's Vanguard (1s):	330	4377			730	626	250							3249													14			1879362146																																						Feet	LoMiRu	115		23	3	0		1	7	
Rugged Shoes of the Fallen Kings (1s):	300	2736			456	391								2030				4560									10			1879358310																																						Feet	LoMiRu	106		23	3	0		1	7	
Rugged Shoes of the Last Alliance (1s):	326	4158			694	595								3086				5746									10			1879347897																																						Feet	LoMiRu	112		23	3	0		1	7	
Rugged Shoes of the Towers (1s):	326	4158			694	595	238							3086													10			1879347901																																						Feet	LoMiRu	112		23	3	0		1	7	
Rugged Shoes of the Wyrm (1s):	337	4760			794	681	272							3533													18			1879350118																																						Feet	LoMiRu	115		23	3	0		1	7	
Runed Gloves of Mordor's Bane (1s):	330	5472			730	626									6564			8892									14			1879362128																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Gloves of T3 DPS (1s):	345	6498			867	743	446								7794												20			1879347553																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Gloves of T3 SUPPORT (1s):	345	6498			867	743												9918								5788	20			1879347537																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Gloves of the Abyss (1s):	337	5950			794	681												9371								5300	18			1879350159																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Gloves of the Ancients (1s):	300	3420			456	391	234																			3046	10			1879358231																																						Hands	LoMiRu	106		5	3	0		1	7	
Runed Gloves of the Expedition's Vanguard (1s):	330	5472			730	626	375								6564												14			1879362157																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Gloves of the Fallen Kings (1s):	300	3420			456	391												6840								3046	10			1879358296																																						Hands	LoMiRu	106		5	3	0		1	7	
Runed Gloves of the Last Alliance (1s):	326	5198			694	595												8618								4630	10			1879347902																																						Hands	LoMiRu	112		5	3	0		1	7	
Runed Gloves of the Towers (1s):	326	5198			694	595	357																			4630	10			1879347871																																						Hands	LoMiRu	112		5	3	0		1	7	
Runed Gloves of the Wyrm (1s):	337	5950			794	681	408								7138												18			1879350265																																						Hands	LoMiRu	115		5	3	0		1	7	
Runed Jade Ring of Mordor's Bane	330				835	689	313											11856									14			1879362198																																						Fingers	LoMiRu	115		49	3	11			7	
Runed Jade Ring of T3 DPS	345				991	818	371							5144													20			1879347683																																						Fingers	LoMiRu	115		49	3	11			7	
Runed Jade Ring of T3 SUPPORT	345				991	818	371											13224									20			1879347650																																						Fingers	LoMiRu	115		49	3	11			7	
Runed Jade Ring of the Abyss	337				908	749	340											12494									18			1879349654																																						Fingers	LoMiRu	115		49	3	11			7	
Runed Jade Ring of the Ancients	300				522	430	195							2707													10			1879358184																																						Fingers	LoMiRu	106		49	3	11			7	
Runed Jade Ring of the Expedition's Vanguard	330				835	689	313							4332													14			1879362179																																						Fingers	LoMiRu	115		49	3	11			7	
Runed Jade Ring of the Fallen Kings	300				522	430	195											9120									10			1879358117																																						Fingers	LoMiRu	106		49	3	11			7	
Runed Jade Ring of the Last Alliance	326				793	654	297											11491									10			1879348063																																						Fingers	LoMiRu	112		49	3	11			7	
Runed Jade Ring of the Towers	326				793	654	297							4115													10			1879348158																																						Fingers	LoMiRu	112		49	3	11			7	
Runed Jade Ring of the Wyrm	337				908	749	340							4711													18			1879349784																																						Fingers	LoMiRu	115		49	3	11			7	
Sabatons of the Ancients	300	3150	352		391		156							2030													8			1879358372																																						Feet	CaChGu	106		23	4	13			5,6	
Sabatons of the Faded Age	323	4599	514		571		228							2964													8			1879356919																																						Feet	CaChGu	115		23	4	13			5,6	
Sabatons of the Fallen Kings	300	3150	313		522																		3807			3046	8			1879358339																																						Feet	CaChGu	106		23	4	13			5,6	
Sabatons of the Last Alliance	326	4788	476		793																		5787			4630	8			1879347954																																						Feet	CaChGu	112		23	4	13			5,6	
Sabatons of the Old Kingdom	323	4599	457		762																		5558			4447	8			1879356940																																						Feet	CaChGu	115		23	4	13			5,6	
Sabatons of the Towers	326	4788	535		595		238							3086													8			1879347904																																						Feet	CaChGu	112		23	4	13			5,6	
Sapphire Ring of Determination	4					2																								1879352919																																						Fingers	LoMiRu	4		49	4	11				
Sapphire Ring of Fleetness	4			2																										1879352918																																						Fingers	BuHuWa	4		49	4	11				
