	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Ancient Leggings of the North Star (2s):	222	=CALCSLICE("ArmHLT";B387)	=CALCSLICE("Might";B387;2)					=CALCSLICE("Morale";B387;1)															=CALCSLICE("Evade";B387;0,4)	=CALCSLICE("PhyMit";B387;0,8)																																										Legs	Ca
Ancient Rift-defender's Leggings (2s):	222	=CALCSLICE("ArmHLT";B388)	=CALCSLICE("Might";B388;2)					=CALCSLICE("Morale";B388;1)															=CALCSLICE("Evade";B388;0,4)	=CALCSLICE("PhyMit";B388;0,8)																																										Legs	Gu
Fine Mathom-hunter's Greaves (105)	207	3184	372		186			1198																																																									
Mathom-hunter's Greaves (105)	207	3016	279		186			1198																																																									
Exemplary Leggings of the Anórien Fields (3s):	204	=CALCSLICE("ArmHLT";B391)	=CALCSLICE("Might";B391;1,4)					=CALCSLICE("Morale";B391;1,4)																																																										Legs	CaChGu
Anórien War Leggings (3s):	201	=CALCSLICE("ArmHLT";B392)					=CALCSLICE("Fate";B392;1)	=CALCSLICE("Morale";B392;1,8)																																																										Legs	CaChGu
Leggings of the Osgiliath Berserker	201	=CALCSLICE("ArmHLT";B393)	=CALCSLICE("Might";B393;4)		=CALCSLICE("Vitality";B393;1)		=CALCSLICE("Fate";B393;1)	=CALCSLICE("Morale";B393;1)																																																											
Leggings of the Osgiliath Blade	201	=CALCSLICE("ArmHLT";B394)	=CALCSLICE("Might";B394;4)		=CALCSLICE("Vitality";B394;1)		=CALCSLICE("Fate";B394;1)	=CALCSLICE("Morale";B394;1)																																																											
Leggings of the Osgiliath Champion	201	=CALCSLICE("ArmHLT";B395)	=CALCSLICE("Might";B395;1)		=CALCSLICE("Vitality";B395;4)		=CALCSLICE("Fate";B395;1)												=CALCSLICE("CritDef";B395;1)																																																
Leggings of the Osgiliath Charge	201	=CALCSLICE("ArmHLT";B396)	=CALCSLICE("Might";B396;4)		=CALCSLICE("Vitality";B396;1)		=CALCSLICE("Fate";B396;1)	=CALCSLICE("Morale";B396;1)																																																											
Leggings of the Osgiliath Defender	201	=CALCSLICE("ArmHLT";B397)	=CALCSLICE("Might";B397;1)		=CALCSLICE("Vitality";B397;4)		=CALCSLICE("Fate";B397;1)												=CALCSLICE("CritDef";B397;1)																																																
Leggings of the Osgiliath Healer	201	=CALCSLICE("ArmHLT";B398)	=CALCSLICE("Might";B398;4)		=CALCSLICE("Vitality";B398;1)		=CALCSLICE("Fate";B398;1)										=CALCSLICE("TacMas";B398;1)																																																		
Leggings of the Osgiliath Leader	201	=CALCSLICE("ArmHLT";B399)	=CALCSLICE("Might";B399;1)		=CALCSLICE("Vitality";B399;4)		=CALCSLICE("Fate";B399;1)												=CALCSLICE("CritDef";B399;1)																																																
Leggings of the Osgiliath Shadow-fighter	201	=CALCSLICE("ArmHLT";B400)	=CALCSLICE("Might";B400;1)		=CALCSLICE("Vitality";B400;4)		=CALCSLICE("Fate";B400;1)												=CALCSLICE("CritDef";B400;1)																																																
Leggings of the Osgiliath Storm	201	=CALCSLICE("ArmHLT";B401)	=CALCSLICE("Might";B401;4)		=CALCSLICE("Vitality";B401;1)		=CALCSLICE("Fate";B401;1)	=CALCSLICE("Morale";B401;1)																																																											
Heavy Leggings of Faramir's Faithful (5s):	201	=CALCSLICE("ArmHLT";B402)																																																																Legs	CaChGu
Leggings of the Coastal Bulwark	192	=CALCSLICE("ArmHLT";B403)	=CALCSLICE("Might";B403;2,8)		=CALCSLICE("Vitality";B403;2,4)		=CALCSLICE("Fate";B403;1)												=CALCSLICE("CritDef";B403;0,8)																																																
Leggings of the Sea Reaver	192	=CALCSLICE("ArmHLT";B404)	=CALCSLICE("Might";B404;2,8)		=CALCSLICE("Vitality";B404;2,4)		=CALCSLICE("Fate";B404;1)		=CALCSLICE("Power";B404;0,8)																																																										
Leggings of the Watchman	192	=CALCSLICE("ArmHLT";B405)	=CALCSLICE("Might";B405;2,8)		=CALCSLICE("Vitality";B405;2,4)		=CALCSLICE("Fate";B405;1)		=CALCSLICE("Power";B405;0,8)																																																										
Heavy Nadhin Leggings (4s):	192	=CALCSLICE("ArmHLT";B406)	=CALCSLICE("Might";B406;1,4)																																																															Legs	CaChGu
Bragollachnir	192	=CALCSLICE("ArmHLT";B407)	=CALCSLICE("Might";B407;2)		=CALCSLICE("Vitality";B407;2)									=CALCSLICE("CritHit";B407;1)	=CALCSLICE("Finesse";B407;1)								=CALCSLICE("Evade";B407;1)																																												
Ramdnir	192	=CALCSLICE("ArmHLT";B408)	=CALCSLICE("Might";B408;2)											=CALCSLICE("CritHit";B408;2)		=CALCSLICE("PhyMas";B408;2)							=CALCSLICE("Evade";B408;1)																																												
Greater Enduring Leggings of Parrying	192	=CALCSLICE("ArmHLT";B409)	=CALCSLICE("Might";B409;2,4)		=CALCSLICE("Vitality";B409;2,8)														=CALCSLICE("CritDef";B409;0,8)			=CALCSLICE("Parry";B409;1)																																													
Potent Fangorn Leggings of Valour	182	=CALCSLICE("ArmHLT";B410)	=CALCSLICE("Might";B410;2,8)		=CALCSLICE("Vitality";B410;2,4)		=CALCSLICE("Fate";B410;1,6)									=CALCSLICE("PhyMas";B410;0,2)																																																			
Potent Fangorn Leggings of Command	182	=CALCSLICE("ArmHLT";B411)	=CALCSLICE("Might";B411;2,8)		=CALCSLICE("Vitality";B411;2,4)		=CALCSLICE("Fate";B411;1,6)							=CALCSLICE("CritHit";B411;0,2)																																																					
Potent Fangorn Leggings of Defence	182	=CALCSLICE("ArmHLT";B412)	=CALCSLICE("Might";B412;2,4)		=CALCSLICE("Vitality";B412;2,8)		=CALCSLICE("Fate";B412;1)												=CALCSLICE("CritDef";B412;0,2)		=CALCSLICE("Block";B412;0,6)																																														
Valiant War Leggings of the Deep	176	=CALCSLICE("ArmHLT";B413)	=CALCSLICE("Might";B413;2,8)		=CALCSLICE("Vitality";B413;2,4)		=CALCSLICE("Fate";B413;1,6)								=CALCSLICE("Finesse";B413;0,2)																																																				
Eldar-steel Leg-guards	176	=CALCSLICE("ArmHLT";B414)	=CALCSLICE("Might";B414;2,8)		=CALCSLICE("Vitality";B414;2,4)		=CALCSLICE("Fate";B414;1)							=CALCSLICE("CritHit";B414;0,8)																																																					
Forceful War Leggings of the Deep	176	=CALCSLICE("ArmHLT";B415)	=CALCSLICE("Might";B415;2,8)		=CALCSLICE("Vitality";B415;2,4)		=CALCSLICE("Fate";B415;1)								=CALCSLICE("Finesse";B415;0,2)	=CALCSLICE("PhyMas";B415;0,6)																																																			
Commanding War Leggings of the Deep	176	=CALCSLICE("ArmHLT";B416)	=CALCSLICE("Might";B416;2,8)		=CALCSLICE("Vitality";B416;2,4)									=CALCSLICE("CritHit";B416;0,8)	=CALCSLICE("Finesse";B416;0,2)	=CALCSLICE("PhyMas";B416;0,8)																																																			
Defensive War Leggings of the Deep	176	=CALCSLICE("ArmHLT";B417)	=CALCSLICE("Might";B417;2,4)		=CALCSLICE("Vitality";B417;2,8)		=CALCSLICE("Fate";B417;1)												=CALCSLICE("CritDef";B417;0,8)																																																
Stalwart War Leggings of the Deep	176	=CALCSLICE("ArmHLT";B418)	=CALCSLICE("Might";B418;2,4)		=CALCSLICE("Vitality";B418;2,8)														=CALCSLICE("CritDef";B418;0,2)			=CALCSLICE("Parry";B418;0,8)	=CALCSLICE("Evade";B418;0,8)																																												
Greater Valourous Leggings of Penetration	176	=CALCSLICE("ArmHLT";B419)	=CALCSLICE("Might";B419;2,8)		=CALCSLICE("Vitality";B419;2,4)									=CALCSLICE("CritHit";B419;1)		=CALCSLICE("PhyMas";B419;0,8)																																																			
Feet																																																																			
Honed Blade's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B421)	=CALCSLICE("Might";B421;0,8)					=CALCSLICE("Morale";B421;0,6)																																																										Feet	Gu
Martial Defender's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B422)	=CALCSLICE("Might";B422;0,8)					=CALCSLICE("Morale";B422;0,6)																																																										Feet	Ch
Resolute Leader's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B423)	=CALCSLICE("Might";B423;0,8)					=CALCSLICE("Morale";B423;0,6)																																																										Feet	Ca
Shadow-bane's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B424)	=CALCSLICE("Might";B424;0,8)					=CALCSLICE("Morale";B424;0,6)																																																										Feet	Gu
Siege-breaker's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B425)	=CALCSLICE("Might";B425;0,8)					=CALCSLICE("Morale";B425;0,6)																																																										Feet	Ch
Steadfast Renewer's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B426)	=CALCSLICE("Might";B426;0,8)					=CALCSLICE("Morale";B426;0,6)																																																										Feet	Ca
Storm-bringer's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B427)	=CALCSLICE("Might";B427;0,8)					=CALCSLICE("Morale";B427;0,6)																																																										Feet	Ch
Unwavering Charger's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B428)	=CALCSLICE("Might";B428;0,8)					=CALCSLICE("Morale";B428;0,6)																																																										Feet	Ca
Unyielding Defender's Greaves of the Morannon (4s):	282	=CALCSLICE("ArmHBT";B429)	=CALCSLICE("Might";B429;0,8)					=CALCSLICE("Morale";B429;0,6)																																																										Feet	Gu
Supreme Greaves of the Honed Blade (4s):	258	=CALCSLICE("ArmHBT";B430)	=CALCSLICE("Might";B430;0,8)					=CALCSLICE("Morale";B430;0,6)																																																										Feet	Gu
Supreme Greaves of the Martial Defender (4s):	258	=CALCSLICE("ArmHBT";B431)	=CALCSLICE("Might";B431;0,8)					=CALCSLICE("Morale";B431;0,6)																																																										Feet	Ch
Supreme Greaves of the Resolute Leader (4s):	258	=CALCSLICE("ArmHBT";B432)	=CALCSLICE("Might";B432;0,8)					=CALCSLICE("Morale";B432;0,6)																																																										Feet	Ca
Supreme Greaves of the Shadow-bane (4s):	258	=CALCSLICE("ArmHBT";B433)	=CALCSLICE("Might";B433;0,8)					=CALCSLICE("Morale";B433;0,6)																																																										Feet	Gu
Supreme Greaves of the Siege-breaker (4s):	258	=CALCSLICE("ArmHBT";B434)	=CALCSLICE("Might";B434;0,8)					=CALCSLICE("Morale";B434;0,6)																																																										Feet	Ch
Supreme Greaves of the Steadfast Renewer (4s):	258	=CALCSLICE("ArmHBT";B435)	=CALCSLICE("Might";B435;0,8)					=CALCSLICE("Morale";B435;0,6)																																																										Feet	Ca
Supreme Greaves of the Storm-bringer (4s):	258	=CALCSLICE("ArmHBT";B436)	=CALCSLICE("Might";B436;0,8)					=CALCSLICE("Morale";B436;0,6)																																																										Feet	Ch
Supreme Greaves of the Unwavering Charge (4s):	258	=CALCSLICE("ArmHBT";B437)	=CALCSLICE("Might";B437;0,8)					=CALCSLICE("Morale";B437;0,6)																																																										Feet	Ca
Supreme Greaves of the Unyielding Defender (4s):	258	=CALCSLICE("ArmHBT";B438)	=CALCSLICE("Might";B438;0,8)					=CALCSLICE("Morale";B438;0,6)																																																										Feet	Gu
Lacquered Boots of the Ithilien Captain (4s):	246	=CALCSLICE("ArmHBT";B439)	=CALCSLICE("Might";B439;0,8)					=CALCSLICE("Morale";B439;0,6)																																																										Feet	CaChGu
Greater Greaves of the Honed Blade (4s):	234	=CALCSLICE("ArmHBT";B440)	=CALCSLICE("Might";B440;0,8)					=CALCSLICE("Morale";B440;0,6)																																																										Feet	Gu
Greater Greaves of the Martial Defender (4s):	234	=CALCSLICE("ArmHBT";B441)	=CALCSLICE("Might";B441;0,8)					=CALCSLICE("Morale";B441;0,6)																																																										Feet	Ch
Greater Greaves of the Resolute Leader (4s):	234	=CALCSLICE("ArmHBT";B442)	=CALCSLICE("Might";B442;0,8)					=CALCSLICE("Morale";B442;0,6)																																																										Feet	Ca
Greater Greaves of the Shadow-bane (4s):	234	=CALCSLICE("ArmHBT";B443)	=CALCSLICE("Might";B443;0,8)					=CALCSLICE("Morale";B443;0,6)																																																										Feet	Gu
Greater Greaves of the Siege-breaker (4s):	234	=CALCSLICE("ArmHBT";B444)	=CALCSLICE("Might";B444;0,8)					=CALCSLICE("Morale";B444;0,6)																																																										Feet	Ch
Greater Greaves of the Steadfast Renewer (4s):	234	=CALCSLICE("ArmHBT";B445)	=CALCSLICE("Might";B445;0,8)					=CALCSLICE("Morale";B445;0,6)																																																										Feet	Ca
Greater Greaves of the Storm-bringer (4s):	234	=CALCSLICE("ArmHBT";B446)	=CALCSLICE("Might";B446;0,8)					=CALCSLICE("Morale";B446;0,6)																																																										Feet	Ch
Greater Greaves of the Unwavering Charge (4s):	234	=CALCSLICE("ArmHBT";B447)	=CALCSLICE("Might";B447;0,8)					=CALCSLICE("Morale";B447;0,6)																																																										Feet	Ca
Greater Greaves of the Unyielding Defender (4s):	234	=CALCSLICE("ArmHBT";B448)	=CALCSLICE("Might";B448;0,8)					=CALCSLICE("Morale";B448;0,6)																																																										Feet	Gu
Greaves of the Honed Blade (4s):	222	=CALCSLICE("ArmHBT";B449)	=CALCSLICE("Might";B449;0,8)					=CALCSLICE("Morale";B449;0,6)																																																										Feet	Gu
Greaves of the Martial Defender (4s):	222	=CALCSLICE("ArmHBT";B450)	=CALCSLICE("Might";B450;0,8)					=CALCSLICE("Morale";B450;0,6)																																																										Feet	Ch
Greaves of the Resolute Leader (4s):	222	=CALCSLICE("ArmHBT";B451)	=CALCSLICE("Might";B451;0,8)					=CALCSLICE("Morale";B451;0,6)																																																										Feet	Ca
Greaves of the Shadow-bane (4s):	222	=CALCSLICE("ArmHBT";B452)	=CALCSLICE("Might";B452;0,8)					=CALCSLICE("Morale";B452;0,6)																																																										Feet	Gu
Greaves of the Siege-breaker (4s):	222	=CALCSLICE("ArmHBT";B453)	=CALCSLICE("Might";B453;0,8)					=CALCSLICE("Morale";B453;0,6)																																																										Feet	Ch
Greaves of the Steadfast Renewer (4s):	222	=CALCSLICE("ArmHBT";B454)	=CALCSLICE("Might";B454;0,8)					=CALCSLICE("Morale";B454;0,6)																																																										Feet	Ca
Greaves of the Storm-bringer (4s):	222	=CALCSLICE("ArmHBT";B455)	=CALCSLICE("Might";B455;0,8)					=CALCSLICE("Morale";B455;0,6)																																																										Feet	Ch
Greaves of the Unwavering Charge (4s):	222	=CALCSLICE("ArmHBT";B456)	=CALCSLICE("Might";B456;0,8)					=CALCSLICE("Morale";B456;0,6)																																																										Feet	Ca
Greaves of the Unyielding Defender (4s):	222	=CALCSLICE("ArmHBT";B457)	=CALCSLICE("Might";B457;0,8)					=CALCSLICE("Morale";B457;0,6)																																																										Feet	Gu
Battle-commander's Boots (4s):	222	=CALCSLICE("ArmHBT";B458)	=CALCSLICE("Might";B458;0,8)					=CALCSLICE("Morale";B458;0,6)																																																										Feet	Ca
Boots of the Rampart (4s):	222	=CALCSLICE("ArmHBT";B459)	=CALCSLICE("Might";B459;0,8)					=CALCSLICE("Morale";B459;0,6)																																																										Feet	Gu
Orc-carver's Boots (4s):	222	=CALCSLICE("ArmHBT";B460)	=CALCSLICE("Might";B460;0,8)					=CALCSLICE("Morale";B460;0,6)																																																										Feet	Ch
Ancient Boots of the Gloom-bane (2s):	222	=CALCSLICE("ArmHBT";B461)	=CALCSLICE("Might";B461;2)					=CALCSLICE("Morale";B461;1)														=CALCSLICE("Parry";B461;0,4)			=CALCSLICE("TacMit";B461;0,8)																																									Feet	Ch
Ancient Boots of the North Star (2s):	222	=CALCSLICE("ArmHBT";B462)	=CALCSLICE("Might";B462;2)					=CALCSLICE("Morale";B462;1)														=CALCSLICE("Parry";B462;0,4)			=CALCSLICE("TacMit";B462;0,8)																																									Feet	Ca
Ancient Rift-defender's Boots (2s):	222	=CALCSLICE("ArmHBT";B463)	=CALCSLICE("Might";B463;2)					=CALCSLICE("Morale";B463;1)														=CALCSLICE("Parry";B463;0,4)			=CALCSLICE("TacMit";B463;0,8)																																									Feet	Gu
Fine Mathom-hunter's Sabatons (105)	207	1527	372		186											1656																																																	
Mathom-hunter's Sabatons (105)	207	1450	279		186											1656																																																	
Exemplary Boots of the Anórien Fields (3s):	204	=CALCSLICE("ArmHBT";B466)	=CALCSLICE("Might";B466;1,4)					=CALCSLICE("Morale";B466;1,4)																																																										Feet	CaChGu
Anórien War Boots (3s):	201	=CALCSLICE("ArmHBT";B467)					=CALCSLICE("Fate";B467;1)	=CALCSLICE("Morale";B467;1,8)																																																										Feet	CaChGu
Boots of the Osgiliath Berserker	201	=CALCSLICE("ArmHBT";B468)	=CALCSLICE("Might";B468;4)		=CALCSLICE("Vitality";B468;2)									=CALCSLICE("CritHit";B468;1)																																																					
Boots of the Osgiliath Blade	201	=CALCSLICE("ArmHBT";B469)	=CALCSLICE("Might";B469;4)		=CALCSLICE("Vitality";B469;2)									=CALCSLICE("CritHit";B469;1)																																																					
Boots of the Osgiliath Champion	201	=CALCSLICE("ArmHBT";B470)	=CALCSLICE("Might";B470;1)		=CALCSLICE("Vitality";B470;4)		=CALCSLICE("Fate";B470;1)												=CALCSLICE("CritDef";B470;1)																																																
Boots of the Osgiliath Charge	201	=CALCSLICE("ArmHBT";B471)	=CALCSLICE("Might";B471;4)		=CALCSLICE("Vitality";B471;2)									=CALCSLICE("CritHit";B471;1)																																																					
Boots of the Osgiliath Defender	201	=CALCSLICE("ArmHBT";B472)	=CALCSLICE("Might";B472;1)		=CALCSLICE("Vitality";B472;4)														=CALCSLICE("CritDef";B472;1)						=CALCSLICE("TacMit";B472;1)																																										
Boots of the Osgiliath Healer	201	=CALCSLICE("ArmHBT";B473)	=CALCSLICE("Might";B473;4)		=CALCSLICE("Vitality";B473;2)									=CALCSLICE("CritHit";B473;1)																																																					
Boots of the Osgiliath Leader	201	=CALCSLICE("ArmHBT";B474)	=CALCSLICE("Might";B474;1)		=CALCSLICE("Vitality";B474;4)		=CALCSLICE("Fate";B474;1)												=CALCSLICE("CritDef";B474;1)																																																
Boots of the Osgiliath Shadow-fighter	201	=CALCSLICE("ArmHBT";B475)	=CALCSLICE("Might";B475;1)		=CALCSLICE("Vitality";B475;4)		=CALCSLICE("Fate";B475;1)																=CALCSLICE("Evade";B475;1)																																												
Boots of the Osgiliath Storm	201	=CALCSLICE("ArmHBT";B476)	=CALCSLICE("Might";B476;4)		=CALCSLICE("Vitality";B476;2)											=CALCSLICE("PhyMas";B476;1)																																																			
Steel Boots of Faramir's Faithful (5s):	201	=CALCSLICE("ArmHBT";B477)																																																																Feet	CaChGu
Boots of the Coastal Bulwark	192	=CALCSLICE("ArmHBT";B478)	=CALCSLICE("Might";B478;2,8)		=CALCSLICE("Vitality";B478;2,4)		=CALCSLICE("Fate";B478;1)												=CALCSLICE("CritDef";B478;0,8)																																																
Boots of the Sea Reaver	192	=CALCSLICE("ArmHBT";B479)	=CALCSLICE("Might";B479;2,8)		=CALCSLICE("Vitality";B479;2,4)		=CALCSLICE("Fate";B479;0,8)							=CALCSLICE("CritHit";B479;1)																																																					
Boots of the Watchman	192	=CALCSLICE("ArmHBT";B480)	=CALCSLICE("Might";B480;2,8)		=CALCSLICE("Vitality";B480;2,4)									=CALCSLICE("CritHit";B480;1)					=CALCSLICE("CritDef";B480;0,8)																																																
Heavy Nadhin Boots (4s):	192	=CALCSLICE("ArmHBT";B481)	=CALCSLICE("Might";B481;1,4)																																																															Feet	CaChGu
Nírdail	192	=CALCSLICE("ArmHBT";B482)	=CALCSLICE("Might";B482;2)		=CALCSLICE("Vitality";B482;2)											=CALCSLICE("PhyMas";B482;2)							=CALCSLICE("Evade";B482;1)																																												
Tirithdail	192	=CALCSLICE("ArmHBT";B483)	=CALCSLICE("Might";B483;2)		=CALCSLICE("Vitality";B483;1)									=CALCSLICE("CritHit";B483;2)		=CALCSLICE("PhyMas";B483;2)																																																			
Steel Boots of the Great Shore	192	=CALCSLICE("ArmHBP";B484)	=CALCSLICE("Might";B484;2,4)		=CALCSLICE("Vitality";B484;2)									=CALCSLICE("CritHit";B484;1)	=CALCSLICE("Finesse";B484;0,6)																																																				
Potent Fangorn Boots of Valour	182	=CALCSLICE("ArmHBT";B485)	=CALCSLICE("Might";B485;2,8)		=CALCSLICE("Vitality";B485;2,4)		=CALCSLICE("Fate";B485;1,6)									=CALCSLICE("PhyMas";B485;0,2)																																																			
Potent Fangorn Boots of Command	182	=CALCSLICE("ArmHBT";B486)	=CALCSLICE("Might";B486;2,8)		=CALCSLICE("Vitality";B486;2,4)		=CALCSLICE("Fate";B486;1,6)							=CALCSLICE("CritHit";B486;0,2)																																																					
Potent Fangorn Boots of Defence	182	=CALCSLICE("ArmHBT";B487)	=CALCSLICE("Might";B487;2,4)		=CALCSLICE("Vitality";B487;2,8)		=CALCSLICE("Fate";B487;1)												=CALCSLICE("CritDef";B487;0,2)		=CALCSLICE("Block";B487;0,6)																																														
Valiant War Boots of the Deep	176	=CALCSLICE("ArmHBT";B488)	=CALCSLICE("Might";B488;2,8)		=CALCSLICE("Vitality";B488;2,4)		=CALCSLICE("Fate";B488;1,6)								=CALCSLICE("Finesse";B488;0,2)																																																				
Forceful War Boots of the Deep	176	=CALCSLICE("ArmHBT";B489)	=CALCSLICE("Might";B489;2,8)		=CALCSLICE("Vitality";B489;2,4)		=CALCSLICE("Fate";B489;1)								=CALCSLICE("Finesse";B489;0,2)	=CALCSLICE("PhyMas";B489;0,6)																																																			
Commanding War Boots of the Deep	176	=CALCSLICE("ArmHBT";B490)	=CALCSLICE("Might";B490;2,8)		=CALCSLICE("Vitality";B490;2,4)									=CALCSLICE("CritHit";B490;0,8)	=CALCSLICE("Finesse";B490;0,2)	=CALCSLICE("PhyMas";B490;0,8)																																																			
Greater Valourous Boots of Finesse	176	=CALCSLICE("ArmHBT";B491)	=CALCSLICE("Might";B491;2,8)		=CALCSLICE("Vitality";B491;2,4)										=CALCSLICE("Finesse";B491;1,2)	=CALCSLICE("PhyMas";B491;0,6)																																																			
Defensive War Boots of the Deep	176	=CALCSLICE("ArmHBT";B492)	=CALCSLICE("Might";B492;2,4)		=CALCSLICE("Vitality";B492;2,8)		=CALCSLICE("Fate";B492;1)												=CALCSLICE("CritDef";B492;0,8)																																																
Greater Enduring Boots of Evasion	176	=CALCSLICE("ArmHBT";B493)	=CALCSLICE("Might";B493;2,4)		=CALCSLICE("Vitality";B493;2,8)														=CALCSLICE("CritDef";B493;0,6)				=CALCSLICE("Evade";B493;1,2)																																												
Stalwart War Boots of the Deep	176	=CALCSLICE("ArmHBT";B494)	=CALCSLICE("Might";B494;2,4)		=CALCSLICE("Vitality";B494;2,8)														=CALCSLICE("CritDef";B494;0,2)			=CALCSLICE("Parry";B494;0,8)	=CALCSLICE("Evade";B494;0,8)																																												
Steel Boots of the Dragon Clan	164	=CALCSLICE("ArmHBP";B495)	=CALCSLICE("Might";B495;2,4)		=CALCSLICE("Vitality";B495;2)									=CALCSLICE("CritHit";B495;1)	=CALCSLICE("Finesse";B495;0,6)																																																				
Shields																																																																			
Runed Bulwark of the Great Host	258	=CALCSLICE("ArmHShT";B497)	=CALCSLICE("Might";B497;4)					=CALCSLICE("Morale";B497;3)											=CALCSLICE("CritDef";B497;2)			=CALCSLICE("Parry";B497;0,6)	=CALCSLICE("Evade";B497;0,4)																																							=-0,1					
Bulwark of the Great Host	246	=CALCSLICE("ArmHSHT";B498)	=CALCSLICE("Might";B498;4)					=CALCSLICE("Morale";B498;2)											=CALCSLICE("CritDef";B498;2)			=CALCSLICE("Parry";B498;0,6)	=CALCSLICE("Evade";B498;0,4)																																							=-0,1					
Bulwark of the Lost Causeway	234	=CALCSLICE("ArmHSHT";B499)	=CALCSLICE("Might";B499;2,8)					=CALCSLICE("Morale";B499;2,4)											=CALCSLICE("CritDef";B499;2)		=CALCSLICE("Block";B499;0,9)	=CALCSLICE("Parry";B499;0,6)	=CALCSLICE("Evade";B499;0,6)																																							=-0,1					
(1879339550) Heavy Oaken Bulwark	234	=CALCSLICE("ArmHSHT";B500)	=CALCSLICE("Might";B500;2,4)		=CALCSLICE("Vitality";B500;2,8)		=CALCSLICE("Fate";B500;1,2)												=CALCSLICE("CritDef";B500;2)		=CALCSLICE("Block";B500;0,9)																																									=-0,1					
Anórien War-shield	201	=CALCSLICE("ArmHSHT";B501)	=CALCSLICE("Might";B501;1,6)		=CALCSLICE("Vitality";B501;2,4)														=CALCSLICE("CritDef";B501;2)		=CALCSLICE("Block";B501;1,5)	=CALCSLICE("Parry";B501;1)	=CALCSLICE("Evade";B501;1)																																							=-0,1					
Bulwark of the Defender	201	=CALCSLICE("ArmHSHT";B502)	=CALCSLICE("Might";B502;2,4)		=CALCSLICE("Vitality";B502;2,8)		=CALCSLICE("Fate";B502;1)												=CALCSLICE("CritDef";B502;2)				=CALCSLICE("Evade";B502;0,8)																																							=-0,1					
Blackroot Tempered Heavy Shield	192	=CALCSLICE("ArmHShP";B503)	=CALCSLICE("Might";B503;2)		=CALCSLICE("Vitality";B503;2,4)														=CALCSLICE("CritDef";B503;2)		=CALCSLICE("Block";B503;1,5)		=CALCSLICE("Evade";B503;0,6)																																							=-0,1					
Fangorn War-shield of Command	182	=CALCSLICE("ArmHSHT";B504)	=CALCSLICE("Might";B504;2,8)		=CALCSLICE("Vitality";B504;2,4)		=CALCSLICE("Fate";B504;0,8)							=CALCSLICE("CritHit";B504;0,8)	=CALCSLICE("Finesse";B504;0,2)				=CALCSLICE("CritDef";B504;2)																																											=-0,1					
Fangorn War-shield of Defence	182	=CALCSLICE("ArmHSHT";B505)	=CALCSLICE("Might";B505;2,4)		=CALCSLICE("Vitality";B505;2,8)														=CALCSLICE("CritDef";B505;2)		=CALCSLICE("Block";B505;0,6)	=CALCSLICE("Parry";B505;0,8)	=CALCSLICE("Evade";B505;0,6)																																							=-0,1					
