	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Leggings of the Harmonious Protector (4s):	222	=CALCSLICE("ArmLLT";B397)				=CALCSLICE("Will";B397;0,8)		=CALCSLICE("Morale";B397;0,6)																																																										Legs	Mi
Leggings of the Peace-mender (4s):	222	=CALCSLICE("ArmLLT";B398)				=CALCSLICE("Will";B398;0,8)		=CALCSLICE("Morale";B398;0,6)																																																										Legs	Ru
Leggings of the Song-warrior (4s):	222	=CALCSLICE("ArmLLT";B399)				=CALCSLICE("Will";B399;0,8)		=CALCSLICE("Morale";B399;0,6)																																																										Legs	Mi
Leggings of the Thunder-wielder (4s):	222	=CALCSLICE("ArmLLT";B400)				=CALCSLICE("Will";B400;0,8)		=CALCSLICE("Morale";B400;0,6)																																																										Legs	Ru
Leggings of the Vigilant Watcher (4s):	222	=CALCSLICE("ArmLLT";B401)				=CALCSLICE("Will";B401;0,8)		=CALCSLICE("Morale";B401;0,6)																																																										Legs	Mi
Battle-crier's Leggings (4s):	222	=CALCSLICE("ArmLLT";B402)				=CALCSLICE("Will";B402;0,8)		=CALCSLICE("Morale";B402;0,6)																																																										Legs	Mi
Trousers of Biting Wit (4s):	222	=CALCSLICE("ArmLLT";B403)				=CALCSLICE("Will";B403;0,8)		=CALCSLICE("Morale";B403;0,6)																																																										Legs	Ru
Leggings of the War-counselor (4s):	222	=CALCSLICE("ArmLLT";B404)				=CALCSLICE("Will";B404;0,8)		=CALCSLICE("Morale";B404;0,6)																																																										Legs	Lo
Ancient Leggings of the Elder Days (2s):	222	=CALCSLICE("ArmLLT";B405)				=CALCSLICE("Will";B405;2)		=CALCSLICE("Morale";B405;1)									=CALCSLICE("TacMas";B405;0,4)							=CALCSLICE("PhyMit";B405;0,8)																																										Legs	Lo
Ancient Trousers of Graven Word (2s):	222	=CALCSLICE("ArmLLT";B406)				=CALCSLICE("Will";B406;2)		=CALCSLICE("Morale";B406;1)									=CALCSLICE("TacMas";B406;0,4)							=CALCSLICE("PhyMit";B406;0,8)																																										Legs	Ru
Ancient Wandering Bard's Leggings (2s):	222	=CALCSLICE("ArmLLT";B407)				=CALCSLICE("Will";B407;2)		=CALCSLICE("Morale";B407;1)									=CALCSLICE("TacMas";B407;0,4)							=CALCSLICE("PhyMit";B407;0,8)																																										Legs	Mi
Fine Mathom-hunter's Trousers (105)	207	1681			186	372		1198																																																									
Mathom-hunter's Trousers (105)	207	1592			186	279		1198																																																									
Exemplary Leggings of the Anórien Sun (3s):	204	=CALCSLICE("ArmLLT";B410)				=CALCSLICE("Will";B410;1,4)		=CALCSLICE("Morale";B410;1,4)																																																										Legs	LoMiRu
Anórien Assault Leggings (3s):	201	=CALCSLICE("ArmLLT";B411)					=CALCSLICE("Fate";B411;1)	=CALCSLICE("Morale";B411;1,8)																																																										Legs	LoMiRu
Ancient Osgiliath Leggings	201	=CALCSLICE("ArmLLT";B412)			=CALCSLICE("Vitality";B412;1)	=CALCSLICE("Will";B412;4)	=CALCSLICE("Fate";B412;1)										=CALCSLICE("TacMas";B412;1)																																																		
Leggings of Osgiliath's Fury	201	=CALCSLICE("ArmLLT";B413)			=CALCSLICE("Vitality";B413;1)	=CALCSLICE("Will";B413;4)	=CALCSLICE("Fate";B413;1)	=CALCSLICE("Morale";B413;1)																																																											
Leggings of the Osgiliath Animal-friend	201	=CALCSLICE("ArmLLT";B414)			=CALCSLICE("Vitality";B414;1)	=CALCSLICE("Will";B414;4)	=CALCSLICE("Fate";B414;1)	=CALCSLICE("Morale";B414;1)																																																											
Leggings of the Osgiliath Cleanser	201	=CALCSLICE("ArmLLT";B415)			=CALCSLICE("Vitality";B415;1)	=CALCSLICE("Will";B415;4)	=CALCSLICE("Fate";B415;1)	=CALCSLICE("Morale";B415;1)																																																											
Leggings of the Osgiliath Peace-caller	201	=CALCSLICE("ArmLLT";B416)			=CALCSLICE("Vitality";B416;1)	=CALCSLICE("Will";B416;4)	=CALCSLICE("Fate";B416;1)	=CALCSLICE("Morale";B416;1)																																																											
Leggings of the Osgiliath Skald	201	=CALCSLICE("ArmLLT";B417)			=CALCSLICE("Vitality";B417;1)	=CALCSLICE("Will";B417;4)	=CALCSLICE("Fate";B417;1)	=CALCSLICE("Morale";B417;1)																																																											
Leggings of the Osgiliath Song-protector	201	=CALCSLICE("ArmLLT";B418)			=CALCSLICE("Vitality";B418;1)	=CALCSLICE("Will";B418;4)	=CALCSLICE("Fate";B418;1)										=CALCSLICE("TacMas";B418;1)																																																		
Leggings of the Osgiliath Thunder-caller	201	=CALCSLICE("ArmLLT";B419)			=CALCSLICE("Vitality";B419;1)	=CALCSLICE("Will";B419;4)	=CALCSLICE("Fate";B419;1)	=CALCSLICE("Morale";B419;1)																																																											
Leggings of the Osgiliath Watcher	201	=CALCSLICE("ArmLLT";B420)			=CALCSLICE("Vitality";B420;1)	=CALCSLICE("Will";B420;4)	=CALCSLICE("Fate";B420;1)	=CALCSLICE("Morale";B420;1)																																																											
Light Leggings of Faramir's Faithful (5s):	201	=CALCSLICE("ArmLLT";B421)																																																																Legs	LoMiRu
Leggings of the Archivist	192	=CALCSLICE("ArmLLT";B422)			=CALCSLICE("Vitality";B422;2,4)	=CALCSLICE("Will";B422;2,8)	=CALCSLICE("Fate";B422;1)		=CALCSLICE("Power";B422;0,8)																																																										
Leggings of the Night Watcher	192	=CALCSLICE("ArmLLT";B423)			=CALCSLICE("Vitality";B423;2,4)	=CALCSLICE("Will";B423;2,8)	=CALCSLICE("Fate";B423;1)		=CALCSLICE("Power";B423;0,8)																																																										
Leggings of the Storied Mariner	192	=CALCSLICE("ArmLLT";B424)			=CALCSLICE("Vitality";B424;2,4)	=CALCSLICE("Will";B424;2,8)	=CALCSLICE("Fate";B424;1)		=CALCSLICE("Power";B424;0,8)																																																										
Light Nadhin Leggings (4s):	192	=CALCSLICE("ArmLLT";B425)				=CALCSLICE("Will";B425;1,4)																																																												Legs	LoMiRu
Thorembadanir	192	=CALCSLICE("ArmLLT";B426)			=CALCSLICE("Vitality";B426;2)	=CALCSLICE("Will";B426;2)	=CALCSLICE("Fate";B426;1)										=CALCSLICE("TacMas";B426;2)																																																		
Andúnë	192	=CALCSLICE("ArmLLT";B427)			=CALCSLICE("Vitality";B427;2)		=CALCSLICE("Fate";B427;2)								=CALCSLICE("Finesse";B427;1)		=CALCSLICE("TacMas";B427;2)																																																		
Dwarf-lord's Leggings	192	=CALCSLICE("ArmLLT";B428)			=CALCSLICE("Vitality";B428;2,4)	=CALCSLICE("Will";B428;2,8)	=CALCSLICE("Fate";B428;1)								=CALCSLICE("Finesse";B428;0,8)																																																				
Leggings of the Festive Bard	192	=CALCSLICE("ArmLLT";B429)			=CALCSLICE("Vitality";B429;2,4)	=CALCSLICE("Will";B429;2,8)								=CALCSLICE("CritHit";B429;1)			=CALCSLICE("TacMas";B429;0,8)																																																		
Greater Resolute Leggings of Penetration	192	=CALCSLICE("ArmLLT";B430)			=CALCSLICE("Vitality";B430;2,4)	=CALCSLICE("Will";B430;2,8)								=CALCSLICE("CritHit";B430;1,2)			=CALCSLICE("TacMas";B430;0,6)																																																		
Leggings of the Great Shore	192	=CALCSLICE("ArmLLP";B431)			=CALCSLICE("Vitality";B431;2)	=CALCSLICE("Will";B431;2,4)								=CALCSLICE("CritHit";B431;0,6)			=CALCSLICE("TacMas";B431;1)																																																		
Supple Fangorn Trousers of Insight	182	=CALCSLICE("ArmLLT";B432)			=CALCSLICE("Vitality";B432;2,4)	=CALCSLICE("Will";B432;2,8)	=CALCSLICE("Fate";B432;1,6)							=CALCSLICE("CritHit";B432;0,2)																																																					
Supple Fangorn Trousers of Spirit	182	=CALCSLICE("ArmLLT";B433)			=CALCSLICE("Vitality";B433;2,4)	=CALCSLICE("Will";B433;2,8)	=CALCSLICE("Fate";B433;1,6)										=CALCSLICE("TacMas";B433;0,2)																																																		
Feet																																																																			
Flame-scourer's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B435)				=CALCSLICE("Will";B435;0,8)		=CALCSLICE("Morale";B435;0,6)																																																										Feet	Ru
Fury-wielder's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B436)				=CALCSLICE("Will";B436;0,8)		=CALCSLICE("Morale";B436;0,6)																																																										Feet	Lo
Harmonious Protector's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B437)				=CALCSLICE("Will";B437;0,8)		=CALCSLICE("Morale";B437;0,6)																																																										Feet	Mi
Knowledge-seeker's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B438)				=CALCSLICE("Will";B438;0,8)		=CALCSLICE("Morale";B438;0,6)																																																										Feet	Lo
Nature-friend's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B439)				=CALCSLICE("Will";B439;0,8)		=CALCSLICE("Morale";B439;0,6)																																																										Feet	Lo
Peace-mender's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B440)				=CALCSLICE("Will";B440;0,8)		=CALCSLICE("Morale";B440;0,6)																																																										Feet	Ru
Song-warrior's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B441)				=CALCSLICE("Will";B441;0,8)		=CALCSLICE("Morale";B441;0,6)																																																										Feet	Mi
Thunder-wielder's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B442)				=CALCSLICE("Will";B442;0,8)		=CALCSLICE("Morale";B442;0,6)																																																										Feet	Ru
Vigilant Watcher's Boots of the Morannon (4s):	282	=CALCSLICE("ArmLBT";B443)				=CALCSLICE("Will";B443;0,8)		=CALCSLICE("Morale";B443;0,6)																																																										Feet	Mi
Supreme Boots of the Flame-scourer (4s):	258	=CALCSLICE("ArmLBT";B444)				=CALCSLICE("Will";B444;0,8)		=CALCSLICE("Morale";B444;0,6)																																																										Feet	Ru
Supreme Boots of the Fury-wielder (4s):	258	=CALCSLICE("ArmLBT";B445)				=CALCSLICE("Will";B445;0,8)		=CALCSLICE("Morale";B445;0,6)																																																										Feet	Lo
Supreme Boots of the Harmonious Protector (4s):	258	=CALCSLICE("ArmLBT";B446)				=CALCSLICE("Will";B446;0,8)		=CALCSLICE("Morale";B446;0,6)																																																										Feet	Mi
Supreme Boots of the Knowledge-seeker (4s):	258	=CALCSLICE("ArmLBT";B447)				=CALCSLICE("Will";B447;0,8)		=CALCSLICE("Morale";B447;0,6)																																																										Feet	Lo
Supreme Boots of the Nature-friend (4s):	258	=CALCSLICE("ArmLBT";B448)				=CALCSLICE("Will";B448;0,8)		=CALCSLICE("Morale";B448;0,6)																																																										Feet	Lo
Supreme Boots of the Peace-mender (4s):	258	=CALCSLICE("ArmLBT";B449)				=CALCSLICE("Will";B449;0,8)		=CALCSLICE("Morale";B449;0,6)																																																										Feet	Ru
Supreme Boots of the Song-warrior (4s):	258	=CALCSLICE("ArmLBT";B450)				=CALCSLICE("Will";B450;0,8)		=CALCSLICE("Morale";B450;0,6)																																																										Feet	Mi
Supreme Boots of the Thunder-wielder (4s):	258	=CALCSLICE("ArmLBT";B451)				=CALCSLICE("Will";B451;0,8)		=CALCSLICE("Morale";B451;0,6)																																																										Feet	Ru
Supreme Boots of the Vigilant Watcher (4s):	258	=CALCSLICE("ArmLBT";B452)				=CALCSLICE("Will";B452;0,8)		=CALCSLICE("Morale";B452;0,6)																																																										Feet	Mi
Weave-padded Shoes of the Ithilien Seeker (4s):	246	=CALCSLICE("ArmLBT";B453)				=CALCSLICE("Will";B453;0,8)		=CALCSLICE("Morale";B453;0,6)																																																										Feet	LoMiRu
Greater Boots of the Flame-scourer (4s):	234	=CALCSLICE("ArmLBT";B454)				=CALCSLICE("Will";B454;0,8)		=CALCSLICE("Morale";B454;0,6)																																																										Feet	Ru
Greater Boots of the Fury-wielder (4s):	234	=CALCSLICE("ArmLBT";B455)				=CALCSLICE("Will";B455;0,8)		=CALCSLICE("Morale";B455;0,6)																																																										Feet	Lo
Greater Boots of the Harmonious Protector (4s):	234	=CALCSLICE("ArmLBT";B456)				=CALCSLICE("Will";B456;0,8)		=CALCSLICE("Morale";B456;0,6)																																																										Feet	Mi
Greater Boots of the Knowledge-seeker (4s):	234	=CALCSLICE("ArmLBT";B457)				=CALCSLICE("Will";B457;0,8)		=CALCSLICE("Morale";B457;0,6)																																																										Feet	Lo
Greater Boots of the Nature-friend (4s):	234	=CALCSLICE("ArmLBT";B458)				=CALCSLICE("Will";B458;0,8)		=CALCSLICE("Morale";B458;0,6)																																																										Feet	Lo
Greater Boots of the Peace-mender (4s):	234	=CALCSLICE("ArmLBT";B459)				=CALCSLICE("Will";B459;0,8)		=CALCSLICE("Morale";B459;0,6)																																																										Feet	Ru
Greater Boots of the Song-warrior (4s):	234	=CALCSLICE("ArmLBT";B460)				=CALCSLICE("Will";B460;0,8)		=CALCSLICE("Morale";B460;0,6)																																																										Feet	Mi
Greater Boots of the Thunder-wielder (4s):	234	=CALCSLICE("ArmLBT";B461)				=CALCSLICE("Will";B461;0,8)		=CALCSLICE("Morale";B461;0,6)																																																										Feet	Ru
Greater Boots of the Vigilant Watcher (4s):	234	=CALCSLICE("ArmLBT";B462)				=CALCSLICE("Will";B462;0,8)		=CALCSLICE("Morale";B462;0,6)																																																										Feet	Mi
Lesser Boots of the Fury-wielder (4s):	222	=CALCSLICE("ArmLBT";B463)				=CALCSLICE("Will";B463;0,8)		=CALCSLICE("Morale";B463;0,6)																																																										Feet	Lo
Lesser Boots of the Knowledge-seeker (4s):	222	=CALCSLICE("ArmLBT";B464)				=CALCSLICE("Will";B464;0,8)		=CALCSLICE("Morale";B464;0,6)																																																										Feet	Lo
Lesser Boots of the Nature-friend (4s):	222	=CALCSLICE("ArmLBT";B465)				=CALCSLICE("Will";B465;0,8)		=CALCSLICE("Morale";B465;0,6)																																																										Feet	Lo
Boots of the Flame-scourer (4s):	222	=CALCSLICE("ArmLBT";B466)				=CALCSLICE("Will";B466;0,8)		=CALCSLICE("Morale";B466;0,6)																																																										Feet	Ru
Boots of the Harmonious Protector (4s):	222	=CALCSLICE("ArmLBT";B467)				=CALCSLICE("Will";B467;0,8)		=CALCSLICE("Morale";B467;0,6)																																																										Feet	Mi
Boots of the Peace-mender (4s):	222	=CALCSLICE("ArmLBT";B468)				=CALCSLICE("Will";B468;0,8)		=CALCSLICE("Morale";B468;0,6)																																																										Feet	Ru
Boots of the Song-warrior (4s):	222	=CALCSLICE("ArmLBT";B469)				=CALCSLICE("Will";B469;0,8)		=CALCSLICE("Morale";B469;0,6)																																																										Feet	Mi
Boots of the Thunder-wielder (4s):	222	=CALCSLICE("ArmLBT";B470)				=CALCSLICE("Will";B470;0,8)		=CALCSLICE("Morale";B470;0,6)																																																										Feet	Ru
Boots of the Vigilant Watcher (4s):	222	=CALCSLICE("ArmLBT";B471)				=CALCSLICE("Will";B471;0,8)		=CALCSLICE("Morale";B471;0,6)																																																										Feet	Mi
Battle-crier's Boots (4s):	222	=CALCSLICE("ArmLBT";B472)				=CALCSLICE("Will";B472;0,8)		=CALCSLICE("Morale";B472;0,6)																																																										Feet	Mi
Boots of the War-counselor (4s):	222	=CALCSLICE("ArmLBT";B473)				=CALCSLICE("Will";B473;0,8)		=CALCSLICE("Morale";B473;0,6)																																																										Feet	Lo
Shoes of Biting Wit (4s):	222	=CALCSLICE("ArmLBT";B474)				=CALCSLICE("Will";B474;0,8)		=CALCSLICE("Morale";B474;0,6)																																																										Feet	Ru
Ancient Boots of the Elder Days (2s):	222	=CALCSLICE("ArmLBT";B475)				=CALCSLICE("Will";B475;2)		=CALCSLICE("Morale";B475;1)						=CALCSLICE("CritHit";B475;0,4)											=CALCSLICE("TacMit";B475;0,8)																																									Feet	Lo
Ancient Shoes of Graven Word (2s):	222	=CALCSLICE("ArmLBT";B476)				=CALCSLICE("Will";B476;2)		=CALCSLICE("Morale";B476;1)						=CALCSLICE("CritHit";B476;0,4)											=CALCSLICE("TacMit";B476;0,8)																																									Feet	Ru
Ancient Wandering Bard's Boots (2s):	222	=CALCSLICE("ArmLBT";B477)				=CALCSLICE("Will";B477;2)		=CALCSLICE("Morale";B477;1)						=CALCSLICE("CritHit";B477;0,4)											=CALCSLICE("TacMit";B477;0,8)																																									Feet	Mi
Fine Mathom-hunter's Shoes (105)	207	806			186	372											1656																																																
Mathom-hunter's Shoes (105)	207	766			186	279											1656																																																
Exemplary Shoes of the Anórien Sun (3s):	204	=CALCSLICE("ArmLBT";B480)				=CALCSLICE("Will";B480;1,4)		=CALCSLICE("Morale";B480;1,4)																																																										Feet	LoMiRu
Anórien Assault Shoes (3s):	201	=CALCSLICE("ArmLBT";B481)					=CALCSLICE("Fate";B481;1)	=CALCSLICE("Morale";B481;1,8)																																																										Feet	LoMiRu
Ancient Osgiliath Shoes	201	=CALCSLICE("ArmLBT";B482)			=CALCSLICE("Vitality";B482;2)	=CALCSLICE("Will";B482;4)													=CALCSLICE("CritDef";B482;1)																																																
Boots of Osgiliath's Fury	201	=CALCSLICE("ArmLBT";B483)			=CALCSLICE("Vitality";B483;2)	=CALCSLICE("Will";B483;4)								=CALCSLICE("CritHit";B483;1)																																																					
Boots of the Osgiliath Animal-friend	201	=CALCSLICE("ArmLBT";B484)			=CALCSLICE("Vitality";B484;2)	=CALCSLICE("Will";B484;4)											=CALCSLICE("TacMas";B484;1)																																																		
Boots of the Osgiliath Cleanser	201	=CALCSLICE("ArmLBT";B485)			=CALCSLICE("Vitality";B485;2)	=CALCSLICE("Will";B485;4)											=CALCSLICE("TacMas";B485;1)																																																		
Boots of the Osgiliath Peace-caller	201	=CALCSLICE("ArmLBT";B486)			=CALCSLICE("Vitality";B486;2)	=CALCSLICE("Will";B486;4)											=CALCSLICE("TacMas";B486;1)																																																		
Boots of the Osgiliath Skald	201	=CALCSLICE("ArmLBT";B487)			=CALCSLICE("Vitality";B487;2)	=CALCSLICE("Will";B487;4)								=CALCSLICE("CritHit";B487;1)																																																					
Boots of the Osgiliath Song-protector	201	=CALCSLICE("ArmLBT";B488)			=CALCSLICE("Vitality";B488;2)	=CALCSLICE("Will";B488;4)											=CALCSLICE("TacMas";B488;1)																																																		
Boots of the Osgiliath Thunder-caller	201	=CALCSLICE("ArmLBT";B489)			=CALCSLICE("Vitality";B489;2)	=CALCSLICE("Will";B489;4)								=CALCSLICE("CritHit";B489;1)																																																					
Boots of the Osgiliath Watcher	201	=CALCSLICE("ArmLBT";B490)			=CALCSLICE("Vitality";B490;2)	=CALCSLICE("Will";B490;4)											=CALCSLICE("TacMas";B490;1)																																																		
Shoes of Faramir's Faithful (5s):	201	=CALCSLICE("ArmLBT";B491)																																																																Feet	LoMiRu
Boots of the Archivist	192	=CALCSLICE("ArmLBT";B492)			=CALCSLICE("Vitality";B492;2,4)	=CALCSLICE("Will";B492;2,8)	=CALCSLICE("Fate";B492;0,8)							=CALCSLICE("CritHit";B492;1)																																																					
Boots of the Night Watcher	192	=CALCSLICE("ArmLBT";B493)			=CALCSLICE("Vitality";B493;2,4)	=CALCSLICE("Will";B493;2,8)	=CALCSLICE("Fate";B493;0,8)							=CALCSLICE("CritHit";B493;1)																																																					
Boots of the Storied Mariner	192	=CALCSLICE("ArmLBT";B494)			=CALCSLICE("Vitality";B494;2,4)	=CALCSLICE("Will";B494;2,8)								=CALCSLICE("CritHit";B494;1)					=CALCSLICE("CritDef";B494;0,8)																																																
Light Nadhin Shoes (4s):	192	=CALCSLICE("ArmLBT";B495)				=CALCSLICE("Will";B495;1,4)																																																												Feet	LoMiRu
Delendail	192	=CALCSLICE("ArmLBT";B496)			=CALCSLICE("Vitality";B496;2)	=CALCSLICE("Will";B496;1)	=CALCSLICE("Fate";B496;2)							=CALCSLICE("CritHit";B496;1)			=CALCSLICE("TacMas";B496;1)																																																		
Helegdail	192	=CALCSLICE("ArmLBT";B497)			=CALCSLICE("Vitality";B497;2)	=CALCSLICE("Will";B497;2)	=CALCSLICE("Fate";B497;2)										=CALCSLICE("TacMas";B497;1)																																																		
Supple Fangorn Shoes of Insight	182	=CALCSLICE("ArmLBT";B498)			=CALCSLICE("Vitality";B498;2,4)	=CALCSLICE("Will";B498;2,8)	=CALCSLICE("Fate";B498;1,6)							=CALCSLICE("CritHit";B498;0,2)																																																					
Supple Fangorn Shoes of Spirit	182	=CALCSLICE("ArmLBT";B499)			=CALCSLICE("Vitality";B499;2,4)	=CALCSLICE("Will";B499;2,8)	=CALCSLICE("Fate";B499;1,6)										=CALCSLICE("TacMas";B499;0,2)																																																		
Padded Boots of the Dragon Clan	164	=CALCSLICE("ArmLBP";B500)			=CALCSLICE("Vitality";B500;2)	=CALCSLICE("Will";B500;2,4)								=CALCSLICE("CritHit";B500;1)	=CALCSLICE("Finesse";B500;0,6)																																																				
Shields																																																																			
Shield of the Midnight Sky	1	5																	16
Shield of the Wilds	1	5																	16
Shield of the Golden Sky	1	5																	16
Ithilien Shield	1	5																	16
Runed Buckler of the Battle-singer	258	=CALCSLICE("ArmLShT";B502)				=CALCSLICE("Will";B502;4)	=CALCSLICE("Fate";B502;0,4)	=CALCSLICE("Morale";B502;3)									=CALCSLICE("TacMas";B502;0,6)		=CALCSLICE("CritDef";B502;0,8)																																																
Runed Shield of the Last Stand	258	=CALCSLICE("ArmLShT";B503)	=CALCSLICE("Might";B503;4)				=CALCSLICE("Fate";B503;1)	=CALCSLICE("Morale";B503;3)											=CALCSLICE("CritDef";B503;0,8)																																																
Buckler of the Battle-singer	246	=CALCSLICE("ArmLShT";B504)				=CALCSLICE("Will";B504;4)	=CALCSLICE("Fate";B504;1)	=CALCSLICE("Morale";B504;2)											=CALCSLICE("CritDef";B504;0,8)																																																
Shield of the Last Stand	246	=CALCSLICE("ArmLShT";B505)	=CALCSLICE("Might";B505;4)				=CALCSLICE("Fate";B505;1)	=CALCSLICE("Morale";B505;2)											=CALCSLICE("CritDef";B505;0,8)																																																
(1879339564) Buckler of the Lonely Mountain	234	=CALCSLICE("ArmLShT";B506)			=CALCSLICE("Vitality";B506;2,4)	=CALCSLICE("Will";B506;2,8)								=CALCSLICE("CritHit";B506;0,8)			=CALCSLICE("TacMas";B506;1)		=CALCSLICE("CritDef";B506;0,8)																																																
(1879339514) Gallant Captain's Buckler	234	=CALCSLICE("ArmLShT";B507)	=CALCSLICE("Might";B507;2,4)		=CALCSLICE("Vitality";B507;2,8)		=CALCSLICE("Fate";B507;1,2)												=CALCSLICE("CritDef";B507;0,8)		=CALCSLICE("Block";B507;0,9)																																														
Shield of the Discordant War	234	=CALCSLICE("ArmLShT";B508)				=CALCSLICE("Will";B508;2,8)	=CALCSLICE("Fate";B508;1,2)	=CALCSLICE("Morale";B508;2,4)									=CALCSLICE("TacMas";B508;0,6)		=CALCSLICE("CritDef";B508;0,8)																																																
Bulwark of the Last Defence	234	=CALCSLICE("ArmLShT";B509)	=CALCSLICE("Might";B509;3)				=CALCSLICE("Fate";B509;1,6)	=CALCSLICE("Morale";B509;2,4)											=CALCSLICE("CritDef";B509;0,8)																																																
(1879339511) Song-weaver's Buckler	234	=CALCSLICE("ArmLShT";B510)			=CALCSLICE("Vitality";B510;2,4)	=CALCSLICE("Will";B510;2,8)	=CALCSLICE("Fate";B510;1,2)										=CALCSLICE("TacMas";B510;0,6)		=CALCSLICE("CritDef";B510;0,8)																																																
Anórien Assault-shield of Might	201	=CALCSLICE("ArmLShT";B511)	=CALCSLICE("Might";B511;2,8)		=CALCSLICE("Vitality";B511;2)		=CALCSLICE("Fate";B511;1,2)							=CALCSLICE("CritHit";B511;1)					=CALCSLICE("CritDef";B511;0,8)																																																
Anórien Assault-shield of Will	201	=CALCSLICE("ArmLShT";B512)			=CALCSLICE("Vitality";B512;2)	=CALCSLICE("Will";B512;2,8)	=CALCSLICE("Fate";B512;1,2)							=CALCSLICE("CritHit";B512;1)					=CALCSLICE("CritDef";B512;0,8)																																																
Shield of the Preserver	201	=CALCSLICE("ArmLShT";B513)			=CALCSLICE("Vitality";B513;2,4)	=CALCSLICE("Will";B513;2,8)	=CALCSLICE("Fate";B513;1,2)										=CALCSLICE("TacMas";B513;0,6)		=CALCSLICE("CritDef";B513;0,8)																																																
Greater Resolute Shield of Fate	192	=CALCSLICE("ArmLShT";B514)			=CALCSLICE("Vitality";B514;2,4)	=CALCSLICE("Will";B514;2,8)	=CALCSLICE("Fate";B514;1,2)										=CALCSLICE("TacMas";B514;0,6)		=CALCSLICE("CritDef";B514;0,8)																																																
Greater Resolute Shield of Finesse	192	=CALCSLICE("ArmLShT";B515)			=CALCSLICE("Vitality";B515;2,4)	=CALCSLICE("Will";B515;2,8)								=CALCSLICE("CritHit";B515;0,6)	=CALCSLICE("Finesse";B515;1,2)				=CALCSLICE("CritDef";B515;0,8)																																																
Greater Resolute Shield of Tactics	192	=CALCSLICE("ArmLShT";B516)			=CALCSLICE("Vitality";B516;2,4)	=CALCSLICE("Will";B516;2,8)								=CALCSLICE("CritHit";B516;0,8)			=CALCSLICE("TacMas";B516;1)		=CALCSLICE("CritDef";B516;0,8)																																																
Blackroot Vibrant Shield	192	=CALCSLICE("ArmLShP";B517)			=CALCSLICE("Vitality";B517;2)	=CALCSLICE("Will";B517;2,4)								=CALCSLICE("CritHit";B517;0,6)	=CALCSLICE("Finesse";B517;1)				=CALCSLICE("CritDef";B517;0,8)																																																
Blackroot Tempered Shield	192	=CALCSLICE("ArmLShP";B518)	=CALCSLICE("Might";B518;2)		=CALCSLICE("Vitality";B518;2,4)														=CALCSLICE("CritDef";B518;0,8)		=CALCSLICE("Block";B518;1,5)		=CALCSLICE("Evade";B518;0,6)																																												
Fangorn Assault-shield of Endurance 	182	=CALCSLICE("ArmLShT";B519)	=CALCSLICE("Might";B519;2,4)		=CALCSLICE("Vitality";B519;2,8)														=CALCSLICE("CritDef";B519;0,8)		=CALCSLICE("Block";B519;0,6)	=CALCSLICE("Parry";B519;0,8)	=CALCSLICE("Evade";B519;0,6)																																												
Fangorn Assault-shield of Spirit 	182	=CALCSLICE("ArmLShT";B520)			=CALCSLICE("Vitality";B520;2,4)	=CALCSLICE("Will";B520;2,8)	=CALCSLICE("Fate";B520;0,8)							=CALCSLICE("CritHit";B520;0,8)	=CALCSLICE("Finesse";B520;0,2)				=CALCSLICE("CritDef";B520;0,8)																																																
Greater Enduring Shield of Fate	176	=CALCSLICE("ArmLShT";B521)	=CALCSLICE("Might";B521;2,4)		=CALCSLICE("Vitality";B521;2,8)		=CALCSLICE("Fate";B521;1)												=CALCSLICE("CritDef";B521;0,8)			=CALCSLICE("Parry";B521;0,8)																																													
Greater Enduring Shield of Evasion	176	=CALCSLICE("ArmLShT";B522)	=CALCSLICE("Might";B522;2,4)		=CALCSLICE("Vitality";B522;2,8)														=CALCSLICE("CritDef";B522;0,8)		=CALCSLICE("Block";B522;1,2)		=CALCSLICE("Evade";B522;1)																																												
Greater Enduring Shield of Parrying	176	=CALCSLICE("ArmLShT";B523)	=CALCSLICE("Might";B523;2,4)		=CALCSLICE("Vitality";B523;2,8)														=CALCSLICE("CritDef";B523;0,8)			=CALCSLICE("Parry";B523;1,2)	=CALCSLICE("Evade";B523;0,6)																																												
